doc_id,customer_id,company_name,segment,churn_category,specific_reason,arr,tenure_months,risk_score,feature_adoption,support_tickets_30d,last_engagement_days,is_churned,document
ANALYSIS-0022,CUST-0042,DataSync Technologies,SMB,Competition,Competitor cheaper,24100,37,69,28,9,74,1,"# Churn Risk Analysis: DataSync Technologies

## Executive Summary
DataSync Technologies (CUST-0042) is a SMB customer in Public Sector with $24,100 ARR and 37 months of tenure. Current risk score: 69%. Status: CHURNED on 2026-02-12.

## Risk Factors
1. **Primary Concern:** Competitor cheaper
2. **Feature Adoption:** 28% (below the SMB benchmark of 70%)
3. **Support Activity:** 9 tickets per 30 days
4. **Engagement:** last interaction 74 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor cheaper.

### Behavioural Patterns
- Feature adoption plateaued at 28%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address competitor cheaper directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 28% toward 53%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received matched competitor pricing showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0042*
*Risk Score: 69%*
*Segment: SMB*"
ANALYSIS-0023,CUST-0044,InnovateLabs Group,Commercial,Product Fit,Missing features,132200,3,55,41,70,41,1,"# Churn Risk Analysis: InnovateLabs Group

## Executive Summary
InnovateLabs Group (CUST-0044) is a Commercial customer in Energy with $132,200 ARR and 3 months of tenure. Current risk score: 55%. Status: CHURNED on 2026-05-30.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 41% (below the Commercial benchmark of 70%)
3. **Support Activity:** 70 tickets per 30 days
4. **Engagement:** last interaction 41 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 41%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, product fit typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address missing features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 41% toward 66%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received fast-tracked feature request showed significant improvement in retention metrics.

---
*Customer ID: CUST-0044*
*Risk Score: 55%*
*Segment: Commercial*"
ANALYSIS-0024,CUST-0047,WorkflowPro Labs,SMB,Product Fit,Too complex,30400,16,73,25,15,52,1,"# Churn Risk Analysis: WorkflowPro Labs

## Executive Summary
WorkflowPro Labs (CUST-0047) is a SMB customer in Retail with $30,400 ARR and 16 months of tenure. Current risk score: 73%. Status: CHURNED on 2026-03-25.

## Risk Factors
1. **Primary Concern:** Too complex
2. **Feature Adoption:** 25% (below the SMB benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 52 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: too complex.

### Behavioural Patterns
- Feature adoption plateaued at 25%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too complex directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 25% toward 50%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received built custom integration showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0047*
*Risk Score: 73%*
*Segment: SMB*"
ANALYSIS-0025,CUST-0048,MetricsDash Solutions,SMB,Product Fit,Doesn't scale,31300,21,100,0,17,68,1,"# Churn Risk Analysis: MetricsDash Solutions

## Executive Summary
MetricsDash Solutions (CUST-0048) is a SMB customer in Technology with $31,300 ARR and 21 months of tenure. Current risk score: 100%. Status: CHURNED on 2026-04-30.

## Risk Factors
1. **Primary Concern:** Doesn't scale
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 17 tickets per 30 days
4. **Engagement:** last interaction 68 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: doesn't scale.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address doesn't scale directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided api access for customization showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0048*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0026,CUST-0049,TechFlow Inc,SMB,Support Issues,Poor documentation,45000,20,59,38,15,53,1,"# Churn Risk Analysis: TechFlow Inc

## Executive Summary
TechFlow Inc (CUST-0049) is a SMB customer in Energy with $45,000 ARR and 20 months of tenure. Current risk score: 59%. Status: CHURNED on 2026-01-29.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 38% (below the SMB benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 53 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 38%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, support issues typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address poor documentation directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 38% toward 63%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received improved response sla showed significant improvement in retention metrics.

---
*Customer ID: CUST-0049*
*Risk Score: 59%*
*Segment: SMB*"
ANALYSIS-0027,CUST-0051,CloudScale Systems,Enterprise,Competition,Competitor cheaper,172600,46,100,0,7,21,0,"# Churn Risk Analysis: CloudScale Systems

## Executive Summary
CloudScale Systems (CUST-0051) is a Enterprise customer in Energy with $172,600 ARR and 46 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Competitor cheaper
2. **Feature Adoption:** 0% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 7 tickets per 30 days
4. **Engagement:** last interaction 21 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor cheaper.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For Enterprise accounts, competition typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address competitor cheaper directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received added requested features quickly showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0051*
*Risk Score: 100%*
*Segment: Enterprise*"
ANALYSIS-0028,CUST-0052,DevOpsHub Inc,SMB,Adoption Challenges,Too hard to onboard,44700,34,60,36,8,39,0,"# Churn Risk Analysis: DevOpsHub Inc

## Executive Summary
DevOpsHub Inc (CUST-0052) is a SMB customer in Logistics with $44,700 ARR and 34 months of tenure. Current risk score: 60%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Too hard to onboard
2. **Feature Adoption:** 36% (below the SMB benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 39 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: too hard to onboard.

### Behavioural Patterns
- Feature adoption plateaued at 36%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too hard to onboard directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 36% toward 61%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received simplified user interface showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0052*
*Risk Score: 60%*
*Segment: SMB*"
ANALYSIS-0029,CUST-0053,TechFlow LLC,Commercial,Support Issues,Poor documentation,132500,28,84,14,13,25,1,"# Churn Risk Analysis: TechFlow LLC

## Executive Summary
TechFlow LLC (CUST-0053) is a Commercial customer in Education with $132,500 ARR and 28 months of tenure. Current risk score: 84%. Status: CHURNED on 2025-10-17.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 14% (below the Commercial benchmark of 70%)
3. **Support Activity:** 13 tickets per 30 days
4. **Engagement:** last interaction 25 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 14%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For Commercial accounts, support issues typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address poor documentation directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 14% toward 39%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received assigned dedicated success manager showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0053*
*Risk Score: 84%*
*Segment: Commercial*"
ANALYSIS-0030,CUST-0055,SecureNet Inc,SMB,Product Fit,Doesn't scale,37600,47,74,23,7,71,0,"# Churn Risk Analysis: SecureNet Inc

## Executive Summary
SecureNet Inc (CUST-0055) is a SMB customer in Public Sector with $37,600 ARR and 47 months of tenure. Current risk score: 74%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Doesn't scale
2. **Feature Adoption:** 23% (below the SMB benchmark of 70%)
3. **Support Activity:** 7 tickets per 30 days
4. **Engagement:** last interaction 71 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: doesn't scale.

### Behavioural Patterns
- Feature adoption plateaued at 23%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, product fit typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address doesn't scale directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 23% toward 48%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received built custom integration showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0055*
*Risk Score: 74%*
*Segment: SMB*"
ANALYSIS-0031,CUST-0057,DataSync Labs,Enterprise,Adoption Challenges,Lack of champions,210500,18,44,51,8,62,1,"# Churn Risk Analysis: DataSync Labs

## Executive Summary
DataSync Labs (CUST-0057) is a Enterprise customer in Retail with $210,500 ARR and 18 months of tenure. Current risk score: 44%. Status: CHURNED on 2026-04-29.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 51% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 62 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 51%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, adoption challenges typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address lack of champions directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 51% toward 76%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received provided implementation support showed significant improvement in retention metrics.

---
*Customer ID: CUST-0057*
*Risk Score: 44%*
*Segment: Enterprise*"
ANALYSIS-0032,CUST-0062,AuditPro Systems,SMB,Adoption Challenges,Too hard to onboard,11800,47,55,41,5,63,1,"# Churn Risk Analysis: AuditPro Systems

## Executive Summary
AuditPro Systems (CUST-0062) is a SMB customer in Energy with $11,800 ARR and 47 months of tenure. Current risk score: 55%. Status: CHURNED on 2026-05-31.

## Risk Factors
1. **Primary Concern:** Too hard to onboard
2. **Feature Adoption:** 41% (below the SMB benchmark of 70%)
3. **Support Activity:** 5 tickets per 30 days
4. **Engagement:** last interaction 63 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: too hard to onboard.

### Behavioural Patterns
- Feature adoption plateaued at 41%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too hard to onboard directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 41% toward 66%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received conducted onboarding workshops showed significant improvement in retention metrics.

---
*Customer ID: CUST-0062*
*Risk Score: 55%*
*Segment: SMB*"
ANALYSIS-0033,CUST-0064,BackupCloud Corp,SMB,Adoption Challenges,Too hard to onboard,18800,6,41,54,25,21,1,"# Churn Risk Analysis: BackupCloud Corp

## Executive Summary
BackupCloud Corp (CUST-0064) is a SMB customer in Retail with $18,800 ARR and 6 months of tenure. Current risk score: 41%. Status: CHURNED on 2026-05-25.

## Risk Factors
1. **Primary Concern:** Too hard to onboard
2. **Feature Adoption:** 54% (below the SMB benchmark of 70%)
3. **Support Activity:** 25 tickets per 30 days
4. **Engagement:** last interaction 21 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: too hard to onboard.

### Behavioural Patterns
- Feature adoption plateaued at 54%
- Support volume rising
- Engagement stable

### Segment-Specific Insight
For SMB accounts, adoption challenges typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address too hard to onboard directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 54% toward 79%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received provided implementation support showed significant improvement in retention metrics.

---
*Customer ID: CUST-0064*
*Risk Score: 41%*
*Segment: SMB*"
ANALYSIS-0034,CUST-0065,TechFlow Technologies,Commercial,Adoption Challenges,Team not using it,140100,34,69,28,6,58,0,"# Churn Risk Analysis: TechFlow Technologies

## Executive Summary
TechFlow Technologies (CUST-0065) is a Commercial customer in Financial Services with $140,100 ARR and 34 months of tenure. Current risk score: 69%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Team not using it
2. **Feature Adoption:** 28% (below the Commercial benchmark of 70%)
3. **Support Activity:** 6 tickets per 30 days
4. **Engagement:** last interaction 58 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: team not using it.

### Behavioural Patterns
- Feature adoption plateaued at 28%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, adoption challenges typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address team not using it directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 28% toward 53%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received conducted onboarding workshops showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0065*
*Risk Score: 69%*
*Segment: Commercial*"
ANALYSIS-0035,CUST-0066,ContainerOps Systems,SMB,Competition,Better UX elsewhere,60000,31,53,43,6,58,1,"# Churn Risk Analysis: ContainerOps Systems

## Executive Summary
ContainerOps Systems (CUST-0066) is a SMB customer in Media with $60,000 ARR and 31 months of tenure. Current risk score: 53%. Status: CHURNED on 2025-08-20.

## Risk Factors
1. **Primary Concern:** Better UX elsewhere
2. **Feature Adoption:** 43% (below the SMB benchmark of 70%)
3. **Support Activity:** 6 tickets per 30 days
4. **Engagement:** last interaction 58 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: better ux elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 43%
- Support volume steady
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better ux elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 43% toward 68%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received matched competitor pricing showed significant improvement in retention metrics.

---
*Customer ID: CUST-0066*
*Risk Score: 53%*
*Segment: SMB*"
ANALYSIS-0036,CUST-0067,CacheMaster Solutions,SMB,Competition,Competitor cheaper,47300,25,100,0,19,58,1,"# Churn Risk Analysis: CacheMaster Solutions

## Executive Summary
CacheMaster Solutions (CUST-0067) is a SMB customer in Financial Services with $47,300 ARR and 25 months of tenure. Current risk score: 100%. Status: CHURNED on 2025-07-30.

## Risk Factors
1. **Primary Concern:** Competitor cheaper
2. **Feature Adoption:** 0% (below the SMB benchmark of 70%)
3. **Support Activity:** 19 tickets per 30 days
4. **Engagement:** last interaction 58 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: competitor cheaper.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address competitor cheaper directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received highlighted unique differentiators showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0067*
*Risk Score: 100%*
*Segment: SMB*"
ANALYSIS-0037,CUST-0071,MicroServe Solutions,Enterprise,Support Issues,Poor documentation,314600,46,59,37,3,29,0,"# Churn Risk Analysis: MicroServe Solutions

## Executive Summary
MicroServe Solutions (CUST-0071) is a Enterprise customer in Financial Services with $314,600 ARR and 46 months of tenure. Current risk score: 59%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Poor documentation
2. **Feature Adoption:** 37% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 3 tickets per 30 days
4. **Engagement:** last interaction 29 days ago

## Detailed Analysis

### Churn Category: Support Issues
This account shows the classic pattern of support issues, specifically: poor documentation.

### Behavioural Patterns
- Feature adoption plateaued at 37%
- Support volume steady
- Engagement stable

### Segment-Specific Insight
For Enterprise accounts, support issues typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address poor documentation directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 37% toward 62%
2. Reduce support load by better documentation
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received assigned dedicated success manager showed significant improvement in retention metrics.

---
*Customer ID: CUST-0071*
*Risk Score: 59%*
*Segment: Enterprise*"
ANALYSIS-0038,CUST-0077,DataSync LLC,Enterprise,Pricing Concerns,Too expensive,414800,8,64,33,37,48,1,"# Churn Risk Analysis: DataSync LLC

## Executive Summary
DataSync LLC (CUST-0077) is a Enterprise customer in Manufacturing with $414,800 ARR and 8 months of tenure. Current risk score: 64%. Status: CHURNED on 2026-06-06.

## Risk Factors
1. **Primary Concern:** Too expensive
2. **Feature Adoption:** 33% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 37 tickets per 30 days
4. **Engagement:** last interaction 48 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: too expensive.

### Behavioural Patterns
- Feature adoption plateaued at 33%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, pricing concerns typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address too expensive directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 33% toward 58%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received provided credits for referrals showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0077*
*Risk Score: 64%*
*Segment: Enterprise*"
ANALYSIS-0039,CUST-0078,CodeCraft Labs,Commercial,Product Fit,Missing features,104000,16,88,11,15,31,1,"# Churn Risk Analysis: CodeCraft Labs

## Executive Summary
CodeCraft Labs (CUST-0078) is a Commercial customer in Retail with $104,000 ARR and 16 months of tenure. Current risk score: 88%. Status: CHURNED on 2026-01-24.

## Risk Factors
1. **Primary Concern:** Missing features
2. **Feature Adoption:** 11% (below the Commercial benchmark of 70%)
3. **Support Activity:** 15 tickets per 30 days
4. **Engagement:** last interaction 31 days ago

## Detailed Analysis

### Churn Category: Product Fit
This account shows the classic pattern of product fit, specifically: missing features.

### Behavioural Patterns
- Feature adoption plateaued at 11%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, product fit typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address missing features directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 11% toward 36%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received simplified workflow with automation showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0078*
*Risk Score: 88%*
*Segment: Commercial*"
ANALYSIS-0040,CUST-0080,AIForge Systems,Commercial,Pricing Concerns,Budget cuts,122700,7,64,32,34,54,1,"# Churn Risk Analysis: AIForge Systems

## Executive Summary
AIForge Systems (CUST-0080) is a Commercial customer in Technology with $122,700 ARR and 7 months of tenure. Current risk score: 64%. Status: CHURNED on 2026-05-14.

## Risk Factors
1. **Primary Concern:** Budget cuts
2. **Feature Adoption:** 32% (below the Commercial benchmark of 70%)
3. **Support Activity:** 34 tickets per 30 days
4. **Engagement:** last interaction 54 days ago

## Detailed Analysis

### Churn Category: Pricing Concerns
This account shows the classic pattern of pricing concerns, specifically: budget cuts.

### Behavioural Patterns
- Feature adoption plateaued at 32%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Commercial accounts, pricing concerns typically calls for focused customer success effort.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address budget cuts directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 32% toward 57%
2. Reduce support load by proactive monitoring
3. Establish a bi-weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Commercial accounts that received provided credits for referrals showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0080*
*Risk Score: 64%*
*Segment: Commercial*"
ANALYSIS-0041,CUST-0082,TechFlow Systems,SMB,Competition,Better UX elsewhere,40300,20,96,4,22,37,1,"# Churn Risk Analysis: TechFlow Systems

## Executive Summary
TechFlow Systems (CUST-0082) is a SMB customer in Energy with $40,300 ARR and 20 months of tenure. Current risk score: 96%. Status: CHURNED on 2026-02-23.

## Risk Factors
1. **Primary Concern:** Better UX elsewhere
2. **Feature Adoption:** 4% (below the SMB benchmark of 70%)
3. **Support Activity:** 22 tickets per 30 days
4. **Engagement:** last interaction 37 days ago

## Detailed Analysis

### Churn Category: Competition
This account shows the classic pattern of competition, specifically: better ux elsewhere.

### Behavioural Patterns
- Feature adoption plateaued at 4%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For SMB accounts, competition typically calls for product education and training.

## Recommended Actions

### Immediate (7 days)
1. Schedule a customer success call
2. Address better ux elsewhere directly
3. Prioritise open support tickets

### Short-term (30 days)
1. Lift feature adoption from 4% toward 29%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable SMB accounts that received added requested features quickly showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0082*
*Risk Score: 96%*
*Segment: SMB*"
ANALYSIS-0042,CUST-0083,DisasterRecovery Labs,Enterprise,Adoption Challenges,Lack of champions,431000,44,100,0,8,56,0,"# Churn Risk Analysis: DisasterRecovery Labs

## Executive Summary
DisasterRecovery Labs (CUST-0083) is a Enterprise customer in Education with $431,000 ARR and 44 months of tenure. Current risk score: 100%. Status: ACTIVE - at risk.

## Risk Factors
1. **Primary Concern:** Lack of champions
2. **Feature Adoption:** 0% (below the Enterprise benchmark of 70%)
3. **Support Activity:** 8 tickets per 30 days
4. **Engagement:** last interaction 56 days ago

## Detailed Analysis

### Churn Category: Adoption Challenges
This account shows the classic pattern of adoption challenges, specifically: lack of champions.

### Behavioural Patterns
- Feature adoption plateaued at 0%
- Support volume rising
- Engagement declining

### Segment-Specific Insight
For Enterprise accounts, adoption challenges typically calls for executive intervention.

## Recommended Actions

### Immediate (7 days)
1. Schedule an executive business review
2. Address lack of champions directly
3. Assign a dedicated technical account manager

### Short-term (30 days)
1. Lift feature adoption from 0% toward 25%
2. Reduce support load by proactive monitoring
3. Establish a weekly check-in cadence

### Long-term (90 days)
1. Rebuild executive relationships
2. Explore expansion once health recovers

## Historical Context
Comparable Enterprise accounts that received conducted onboarding workshops showed moderate improvement in retention metrics.

---
*Customer ID: CUST-0083*
*Risk Score: 100%*
*Segment: Enterprise*"
