customer_id,week_start,active_users,sessions,feature_adoption_rate,engagement_score
CUST-0017,2025-01-28,121,284,0.618,0.622
CUST-0017,2025-02-04,107,100,0.554,0.567
CUST-0017,2025-02-11,107,103,0.515,0.6
CUST-0017,2025-02-18,92,154,0.552,0.693
CUST-0017,2025-02-25,106,181,0.606,0.629
CUST-0017,2025-03-04,105,291,0.607,0.665
CUST-0017,2025-03-11,113,150,0.623,0.626
CUST-0017,2025-03-18,162,253,0.577,0.653
CUST-0017,2025-03-25,133,371,0.645,0.62
CUST-0017,2025-04-01,148,256,0.586,0.697
CUST-0017,2025-04-08,143,261,0.667,0.607
CUST-0017,2025-04-15,134,417,0.592,0.735
CUST-0017,2025-04-22,132,135,0.594,0.657
CUST-0017,2025-04-29,139,433,0.52,0.59
CUST-0017,2025-05-06,88,154,0.561,0.63
CUST-0017,2025-05-13,126,246,0.561,0.605
CUST-0017,2025-05-20,142,506,0.632,0.727
CUST-0017,2025-05-27,121,175,0.647,0.616
CUST-0017,2025-06-03,126,301,0.559,0.607
CUST-0017,2025-06-10,92,143,0.591,0.688
CUST-0017,2025-06-17,137,507,0.613,0.615
CUST-0017,2025-06-24,128,297,0.555,0.717
CUST-0017,2025-07-01,132,298,0.558,0.713
CUST-0017,2025-07-08,126,168,0.603,0.679
CUST-0017,2025-07-15,131,140,0.614,0.678
CUST-0017,2025-07-22,144,268,0.533,0.758
CUST-0017,2025-07-29,120,421,0.7,0.769
CUST-0017,2025-08-05,102,378,0.645,0.802
CUST-0017,2025-08-12,133,457,0.666,0.67
CUST-0017,2025-08-19,123,224,0.588,0.788
CUST-0017,2025-08-26,127,353,0.61,0.768
CUST-0017,2025-09-02,124,481,0.653,0.725
CUST-0017,2025-09-09,131,233,0.651,0.702
CUST-0017,2025-09-16,124,499,0.705,0.721
CUST-0017,2025-09-23,111,374,0.628,0.755
CUST-0017,2025-09-30,143,596,0.627,0.775
CUST-0017,2025-10-07,139,300,0.66,0.719
CUST-0017,2025-10-14,137,216,0.754,0.637
CUST-0017,2025-10-21,140,235,0.628,0.736
CUST-0017,2025-10-28,127,258,0.719,0.617
CUST-0017,2025-11-04,127,348,0.702,0.655
CUST-0017,2025-11-11,158,586,0.705,0.703
CUST-0017,2025-11-18,105,387,0.768,0.679
CUST-0017,2025-11-25,112,489,0.704,0.762
CUST-0017,2025-12-02,130,331,0.694,0.779
CUST-0017,2025-12-09,134,495,0.659,0.742
CUST-0017,2025-12-16,152,417,0.654,0.778
CUST-0017,2025-12-23,133,575,0.681,0.833
CUST-0017,2025-12-30,132,395,0.738,0.73
CUST-0017,2026-01-06,129,183,0.683,0.69
CUST-0017,2026-01-13,123,467,0.687,0.751
CUST-0017,2026-01-20,153,282,0.67,0.779
CUST-0017,2026-01-27,130,361,0.733,0.796
CUST-0017,2026-02-03,154,630,0.726,0.789
CUST-0017,2026-02-10,134,369,0.715,0.742
CUST-0017,2026-02-17,157,297,0.658,0.814
CUST-0017,2026-02-24,168,264,0.729,0.752
CUST-0017,2026-03-03,141,375,0.692,0.769
CUST-0017,2026-03-10,147,474,0.743,0.691
CUST-0017,2026-03-17,149,250,0.733,0.707
CUST-0017,2026-03-24,148,611,0.726,0.817
CUST-0017,2026-03-31,138,423,0.771,0.703
CUST-0017,2026-04-07,141,532,0.785,0.801
CUST-0017,2026-04-14,154,217,0.758,0.716
CUST-0017,2026-04-21,132,240,0.694,0.803
CUST-0017,2026-04-28,116,330,0.781,0.835
CUST-0017,2026-05-05,138,453,0.732,0.873
CUST-0017,2026-05-12,160,247,0.778,0.794
CUST-0017,2026-05-19,175,688,0.658,0.792
CUST-0017,2026-05-26,129,619,0.759,0.798
CUST-0017,2026-06-02,147,554,0.736,0.887
CUST-0017,2026-06-09,139,199,0.765,0.734
CUST-0017,2026-06-16,163,364,0.721,0.856
CUST-0017,2026-06-23,155,329,0.789,0.871
CUST-0018,2024-07-02,2,2,0.421,0.391
CUST-0018,2024-07-09,2,5,0.417,0.577
CUST-0018,2024-07-16,2,3,0.412,0.484
CUST-0018,2024-07-23,2,1,0.453,0.617
CUST-0018,2024-07-30,3,6,0.363,0.451
CUST-0018,2024-08-06,2,2,0.4,0.519
CUST-0018,2024-08-13,3,4,0.468,0.507
CUST-0018,2024-08-20,1,0,0.382,0.51
CUST-0018,2024-08-27,2,4,0.435,0.454
CUST-0018,2024-09-03,2,3,0.427,0.491
CUST-0018,2024-09-10,2,2,0.456,0.436
CUST-0018,2024-09-17,2,3,0.398,0.446
CUST-0018,2024-09-24,2,3,0.492,0.274
CUST-0018,2024-10-01,3,5,0.371,0.47
CUST-0018,2024-10-08,2,4,0.44,0.5
CUST-0018,2024-10-15,3,8,0.394,0.447
CUST-0018,2024-10-22,2,1,0.282,0.465
CUST-0018,2024-10-29,2,4,0.438,0.57
CUST-0018,2024-11-05,2,3,0.478,0.581
CUST-0018,2024-11-12,3,4,0.47,0.495
CUST-0018,2024-11-19,3,5,0.505,0.505
CUST-0018,2024-11-26,2,5,0.423,0.639
CUST-0018,2024-12-03,2,3,0.561,0.41
CUST-0018,2024-12-10,2,4,0.469,0.444
CUST-0018,2024-12-17,3,6,0.384,0.523
CUST-0018,2024-12-24,2,5,0.46,0.469
CUST-0018,2024-12-31,2,5,0.457,0.514
CUST-0018,2025-01-07,2,2,0.474,0.581
CUST-0018,2025-01-14,3,5,0.483,0.41
CUST-0018,2025-01-21,3,4,0.418,0.51
CUST-0018,2025-01-28,3,7,0.386,0.423
CUST-0018,2025-02-04,3,4,0.468,0.517
CUST-0018,2025-02-11,3,2,0.403,0.584
CUST-0018,2025-02-18,3,2,0.508,0.445
CUST-0018,2025-02-25,3,8,0.392,0.588
CUST-0018,2025-03-04,1,2,0.481,0.518
CUST-0018,2025-03-11,3,7,0.539,0.42
CUST-0018,2025-03-18,2,4,0.452,0.537
CUST-0018,2025-03-25,3,3,0.424,0.51
CUST-0018,2025-04-01,3,5,0.49,0.529
CUST-0018,2025-04-08,3,8,0.43,0.56
CUST-0018,2025-04-15,3,8,0.477,0.509
CUST-0018,2025-04-22,3,8,0.453,0.464
CUST-0018,2025-04-29,3,5,0.471,0.43
CUST-0018,2025-05-06,2,5,0.521,0.353
CUST-0018,2025-05-13,3,6,0.427,0.389
CUST-0018,2025-05-20,3,7,0.513,0.6
CUST-0018,2025-05-27,3,8,0.376,0.499
CUST-0018,2025-06-03,2,2,0.524,0.501
CUST-0018,2025-06-10,3,9,0.399,0.536
CUST-0018,2025-06-17,2,4,0.565,0.61
CUST-0018,2025-06-24,3,3,0.424,0.465
CUST-0018,2025-07-01,2,4,0.447,0.539
CUST-0018,2025-07-08,3,9,0.51,0.527
CUST-0018,2025-07-15,3,4,0.446,0.604
CUST-0018,2025-07-22,3,9,0.566,0.482
CUST-0018,2025-07-29,3,8,0.441,0.572
CUST-0018,2025-08-05,2,3,0.543,0.379
CUST-0018,2025-08-12,3,3,0.439,0.643
CUST-0018,2025-08-19,2,4,0.501,0.482
CUST-0018,2025-08-26,2,5,0.451,0.452
CUST-0018,2025-09-02,3,2,0.5,0.55
CUST-0018,2025-09-09,3,7,0.51,0.509
CUST-0018,2025-09-16,2,5,0.446,0.479
CUST-0018,2025-09-23,2,2,0.443,0.481
CUST-0018,2025-09-30,3,9,0.43,0.548
CUST-0018,2025-10-07,3,5,0.441,0.614
CUST-0018,2025-10-14,3,9,0.456,0.61
CUST-0018,2025-10-21,2,2,0.508,0.481
CUST-0018,2025-10-28,4,9,0.462,0.513
CUST-0018,2025-11-04,3,2,0.608,0.467
CUST-0018,2025-11-11,3,7,0.515,0.648
CUST-0018,2025-11-18,3,6,0.489,0.484
CUST-0018,2025-11-25,2,3,0.53,0.477
CUST-0018,2025-12-02,3,5,0.614,0.6
CUST-0018,2025-12-09,3,4,0.487,0.605
CUST-0018,2025-12-16,3,7,0.526,0.49
CUST-0018,2025-12-23,2,5,0.526,0.573
CUST-0018,2025-12-30,2,2,0.592,0.526
CUST-0018,2026-01-06,3,8,0.53,0.543
CUST-0018,2026-01-13,3,6,0.551,0.558
CUST-0018,2026-01-20,4,13,0.502,0.635
CUST-0018,2026-01-27,2,2,0.457,0.574
CUST-0018,2026-02-03,3,8,0.487,0.536
CUST-0018,2026-02-10,2,3,0.534,0.67
CUST-0018,2026-02-17,3,10,0.525,0.587
CUST-0018,2026-02-24,3,9,0.536,0.575
CUST-0018,2026-03-03,3,3,0.54,0.59
CUST-0018,2026-03-10,2,2,0.584,0.605
CUST-0018,2026-03-17,2,4,0.576,0.655
CUST-0018,2026-03-24,3,9,0.538,0.606
CUST-0018,2026-03-31,3,9,0.485,0.528
CUST-0018,2026-04-07,2,6,0.489,0.616
CUST-0018,2026-04-14,2,4,0.559,0.615
CUST-0018,2026-04-21,3,4,0.591,0.736
CUST-0018,2026-04-28,2,5,0.578,0.636
CUST-0018,2026-05-05,3,9,0.542,0.562
CUST-0018,2026-05-12,4,4,0.539,0.612
CUST-0018,2026-05-19,3,3,0.53,0.628
CUST-0018,2026-05-26,2,4,0.466,0.56
CUST-0018,2026-06-02,3,4,0.644,0.607
CUST-0018,2026-06-09,3,3,0.63,0.623
CUST-0018,2026-06-16,2,2,0.558,0.437
CUST-0018,2026-06-23,3,7,0.618,0.615
CUST-0019,2026-04-07,14,9,0.316,0.377
CUST-0019,2026-04-14,8,14,0.342,0.318
CUST-0019,2026-04-21,13,26,0.218,0.447
CUST-0019,2026-04-28,7,13,0.366,0.341
CUST-0019,2026-05-05,11,7,0.263,0.265
CUST-0019,2026-05-12,12,9,0.261,0.361
CUST-0019,2026-05-19,12,11,0.289,0.376
CUST-0019,2026-05-26,11,14,0.311,0.424
CUST-0019,2026-06-02,13,7,0.288,0.289
CUST-0019,2026-06-09,12,18,0.335,0.319
CUST-0019,2026-06-16,9,13,0.385,0.4
CUST-0019,2026-06-23,10,16,0.264,0.245
CUST-0020,2024-09-14,24,35,0.374,0.343
CUST-0020,2024-09-21,26,43,0.379,0.446
CUST-0020,2024-09-28,21,13,0.335,0.443
CUST-0020,2024-10-05,22,31,0.374,0.5
CUST-0020,2024-10-12,31,20,0.451,0.392
CUST-0020,2024-10-19,22,31,0.348,0.321
CUST-0020,2024-10-26,18,20,0.384,0.4
CUST-0020,2024-11-02,29,41,0.4,0.366
CUST-0020,2024-11-09,23,52,0.396,0.437
CUST-0020,2024-11-16,29,63,0.357,0.299
CUST-0020,2024-11-23,24,47,0.381,0.322
CUST-0020,2024-11-30,26,24,0.473,0.504
CUST-0020,2024-12-07,25,48,0.418,0.306
CUST-0020,2024-12-14,29,19,0.291,0.408
CUST-0020,2024-12-21,20,12,0.357,0.379
CUST-0020,2024-12-28,18,21,0.381,0.359
CUST-0020,2025-01-04,11,16,0.307,0.274
CUST-0020,2025-01-11,25,49,0.371,0.409
CUST-0020,2025-01-18,17,28,0.396,0.433
CUST-0020,2025-01-25,15,15,0.333,0.323
CUST-0020,2025-02-01,15,10,0.344,0.375
CUST-0020,2025-02-08,15,14,0.256,0.373
CUST-0020,2025-02-15,13,21,0.274,0.453
CUST-0020,2025-02-22,22,28,0.358,0.423
CUST-0020,2025-03-01,24,26,0.286,0.445
CUST-0020,2025-03-08,16,32,0.25,0.396
CUST-0020,2025-03-15,14,26,0.308,0.35
CUST-0020,2025-03-22,24,29,0.341,0.378
CUST-0020,2025-03-29,18,20,0.299,0.321
CUST-0020,2025-04-05,15,21,0.343,0.406
CUST-0020,2025-04-12,23,15,0.364,0.212
CUST-0020,2025-04-19,16,20,0.324,0.354
CUST-0020,2025-04-26,19,13,0.271,0.355
CUST-0020,2025-05-03,20,23,0.3,0.289
CUST-0020,2025-05-10,24,25,0.286,0.399
CUST-0020,2025-05-17,22,17,0.326,0.395
CUST-0020,2025-05-24,22,31,0.328,0.319
CUST-0020,2025-05-31,22,14,0.305,0.306
CUST-0020,2025-06-07,25,34,0.386,0.347
CUST-0020,2025-06-14,17,26,0.366,0.337
CUST-0020,2025-06-21,21,17,0.262,0.452
CUST-0020,2025-06-28,16,12,0.233,0.369
CUST-0020,2025-07-05,13,11,0.249,0.327
CUST-0020,2025-07-12,24,37,0.299,0.362
CUST-0020,2025-07-19,13,9,0.342,0.276
CUST-0020,2025-07-26,16,29,0.267,0.305
CUST-0020,2025-08-02,14,7,0.267,0.376
CUST-0020,2025-08-09,22,10,0.275,0.439
CUST-0020,2025-08-16,22,10,0.256,0.404
CUST-0020,2025-08-23,19,27,0.248,0.361
CUST-0020,2025-08-30,21,24,0.278,0.315
CUST-0020,2025-09-06,24,22,0.199,0.313
CUST-0020,2025-09-13,18,21,0.237,0.372
CUST-0020,2025-09-20,9,7,0.249,0.282
CUST-0020,2025-09-27,22,30,0.25,0.333
CUST-0020,2025-10-04,13,15,0.206,0.379
CUST-0020,2025-10-11,15,15,0.259,0.305
CUST-0020,2025-10-18,16,19,0.432,0.335
CUST-0020,2025-10-25,12,8,0.256,0.309
CUST-0021,2024-09-10,289,522,0.669,0.776
CUST-0021,2024-09-17,270,1006,0.568,0.685
CUST-0021,2024-09-24,341,699,0.607,0.79
CUST-0021,2024-10-01,348,1344,0.585,0.789
CUST-0021,2024-10-08,257,910,0.653,0.668
CUST-0021,2024-10-15,354,971,0.687,0.633
CUST-0021,2024-10-22,314,1212,0.582,0.695
CUST-0021,2024-10-29,355,935,0.675,0.689
CUST-0021,2024-11-05,335,412,0.694,0.668
CUST-0021,2024-11-12,353,603,0.62,0.749
CUST-0021,2024-11-19,312,667,0.615,0.707
CUST-0021,2024-11-26,307,453,0.649,0.697
CUST-0021,2024-12-03,226,636,0.583,0.776
CUST-0021,2024-12-10,303,456,0.722,0.701
CUST-0021,2024-12-17,348,404,0.597,0.699
CUST-0021,2024-12-24,312,1007,0.687,0.685
CUST-0021,2024-12-31,388,1558,0.688,0.666
CUST-0021,2025-01-07,313,774,0.633,0.643
CUST-0021,2025-01-14,367,692,0.598,0.796
CUST-0021,2025-01-21,341,706,0.635,0.8
CUST-0021,2025-01-28,307,1117,0.776,0.685
CUST-0021,2025-02-04,317,892,0.681,0.737
CUST-0021,2025-02-11,319,721,0.617,0.707
CUST-0021,2025-02-18,354,929,0.551,0.682
CUST-0021,2025-02-25,337,529,0.672,0.749
CUST-0021,2025-03-04,302,919,0.754,0.715
CUST-0021,2025-03-11,399,516,0.734,0.685
CUST-0021,2025-03-18,324,1092,0.702,0.674
CUST-0021,2025-03-25,272,383,0.71,0.651
CUST-0021,2025-04-01,449,670,0.674,0.74
CUST-0021,2025-04-08,293,1194,0.644,0.664
CUST-0021,2025-04-15,379,1093,0.746,0.723
CUST-0021,2025-04-22,301,1343,0.625,0.743
CUST-0021,2025-04-29,407,1364,0.774,0.758
CUST-0021,2025-05-06,334,1316,0.765,0.816
CUST-0021,2025-05-13,334,464,0.686,0.634
CUST-0021,2025-05-20,326,496,0.797,0.846
CUST-0021,2025-05-27,361,915,0.775,0.773
CUST-0021,2025-06-03,333,665,0.7,0.827
CUST-0021,2025-06-10,334,1115,0.744,0.788
CUST-0021,2025-06-17,373,469,0.752,0.706
CUST-0021,2025-06-24,407,831,0.779,0.814
CUST-0021,2025-07-01,374,832,0.725,0.701
CUST-0021,2025-07-08,392,985,0.787,0.862
CUST-0021,2025-07-15,377,1556,0.785,0.791
CUST-0021,2025-07-22,390,639,0.763,0.74
CUST-0021,2025-07-29,419,1506,0.784,0.746
CUST-0021,2025-08-05,396,992,0.642,0.828
CUST-0021,2025-08-12,365,656,0.827,0.892
CUST-0021,2025-08-19,371,741,0.651,0.818
CUST-0021,2025-08-26,350,625,0.718,0.879
CUST-0021,2025-09-02,335,982,0.721,0.819
CUST-0021,2025-09-09,388,1811,0.738,0.846
CUST-0021,2025-09-16,406,1236,0.849,0.743
CUST-0021,2025-09-23,403,1267,0.749,0.911
CUST-0021,2025-09-30,356,1378,0.747,0.92
CUST-0021,2025-10-07,322,486,0.736,0.771
CUST-0021,2025-10-14,394,842,0.854,0.784
CUST-0021,2025-10-21,371,796,0.726,0.808
CUST-0021,2025-10-28,305,1312,0.795,0.799
CUST-0021,2025-11-04,382,1910,0.846,0.948
CUST-0021,2025-11-11,383,858,0.801,0.795
CUST-0021,2025-11-18,357,1327,0.808,0.954
CUST-0021,2025-11-25,396,675,0.822,0.881
CUST-0021,2025-12-02,363,745,0.802,0.833
CUST-0021,2025-12-09,398,866,0.722,0.808
CUST-0021,2025-12-16,332,544,0.746,0.866
CUST-0021,2025-12-23,411,693,0.928,0.854
CUST-0021,2025-12-30,456,1620,0.811,0.908
CUST-0021,2026-01-06,375,1506,0.839,0.882
CUST-0021,2026-01-13,378,811,0.79,0.975
CUST-0021,2026-01-20,365,1002,0.842,0.878
CUST-0021,2026-01-27,417,1598,0.759,0.983
CUST-0021,2026-02-03,372,687,0.866,0.83
CUST-0021,2026-02-10,396,1392,0.82,0.867
CUST-0021,2026-02-17,418,1052,0.918,0.898
CUST-0021,2026-02-24,364,724,0.785,0.929
CUST-0021,2026-03-03,456,1066,0.817,0.999
CUST-0021,2026-03-10,394,1414,0.827,0.825
CUST-0021,2026-03-17,384,1997,0.889,0.987
CUST-0021,2026-03-24,453,993,0.833,1.0
CUST-0021,2026-03-31,409,906,0.856,0.929
CUST-0021,2026-04-07,423,692,0.805,0.941
CUST-0021,2026-04-14,423,1575,0.759,0.791
CUST-0021,2026-04-21,434,730,0.791,0.838
CUST-0021,2026-04-28,453,2391,0.784,0.877
CUST-0021,2026-05-05,456,836,0.821,0.984
CUST-0021,2026-05-12,427,1228,0.825,1.0
CUST-0021,2026-05-19,446,2381,0.876,0.835
CUST-0021,2026-05-26,439,984,0.952,0.911
CUST-0021,2026-06-02,427,1480,0.838,0.899
CUST-0021,2026-06-09,455,890,0.835,0.937
CUST-0021,2026-06-16,447,1815,0.815,0.928
CUST-0021,2026-06-23,415,1205,0.916,0.974
CUST-0022,2025-06-10,95,199,0.558,0.664
CUST-0022,2025-06-17,71,172,0.573,0.626
CUST-0022,2025-06-24,99,107,0.593,0.72
CUST-0022,2025-07-01,96,162,0.613,0.58
CUST-0022,2025-07-08,124,156,0.621,0.576
CUST-0022,2025-07-15,101,271,0.496,0.468
CUST-0022,2025-07-22,95,293,0.605,0.724
CUST-0022,2025-07-29,75,155,0.625,0.684
CUST-0022,2025-08-05,65,99,0.587,0.571
CUST-0022,2025-08-12,81,186,0.572,0.546
CUST-0022,2025-08-19,62,132,0.562,0.624
CUST-0022,2025-08-26,99,301,0.626,0.654
CUST-0022,2025-09-02,80,217,0.52,0.52
CUST-0022,2025-09-09,82,118,0.524,0.556
CUST-0022,2025-09-16,87,257,0.548,0.467
CUST-0022,2025-09-23,100,158,0.504,0.553
CUST-0022,2025-09-30,90,78,0.504,0.573
CUST-0022,2025-10-07,91,125,0.464,0.501
CUST-0022,2025-10-14,64,57,0.55,0.479
CUST-0022,2025-10-21,53,159,0.505,0.521
CUST-0022,2025-10-28,85,221,0.446,0.536
CUST-0022,2025-11-04,82,206,0.49,0.488
CUST-0022,2025-11-11,84,215,0.414,0.438
CUST-0022,2025-11-18,64,192,0.501,0.385
CUST-0022,2025-11-25,92,161,0.458,0.561
CUST-0022,2025-12-02,56,76,0.454,0.507
CUST-0022,2025-12-09,85,240,0.452,0.572
CUST-0022,2025-12-16,93,127,0.447,0.5
CUST-0022,2025-12-23,70,58,0.457,0.6
CUST-0022,2025-12-30,83,107,0.447,0.568
CUST-0022,2026-01-06,84,183,0.379,0.429
CUST-0022,2026-01-13,52,87,0.495,0.488
CUST-0022,2026-01-20,83,173,0.441,0.487
CUST-0022,2026-01-27,67,130,0.388,0.487
CUST-0022,2026-02-03,42,68,0.483,0.582
CUST-0022,2026-02-10,91,112,0.424,0.418
CUST-0022,2026-02-17,80,164,0.425,0.418
CUST-0022,2026-02-24,86,91,0.427,0.564
CUST-0022,2026-03-03,61,69,0.413,0.387
CUST-0022,2026-03-10,56,147,0.559,0.516
CUST-0022,2026-03-17,75,56,0.417,0.558
CUST-0022,2026-03-24,71,117,0.405,0.377
CUST-0022,2026-03-31,69,156,0.412,0.451
CUST-0022,2026-04-07,60,87,0.386,0.503
CUST-0022,2026-04-14,55,137,0.401,0.421
CUST-0022,2026-04-21,56,134,0.425,0.384
CUST-0022,2026-04-28,55,49,0.394,0.411
CUST-0022,2026-05-05,58,58,0.357,0.447
CUST-0022,2026-05-12,60,114,0.446,0.369
CUST-0022,2026-05-19,56,92,0.414,0.296
CUST-0022,2026-05-26,61,140,0.341,0.378
CUST-0022,2026-06-02,49,77,0.511,0.305
CUST-0022,2026-06-09,56,44,0.355,0.472
CUST-0022,2026-06-16,42,68,0.417,0.308
CUST-0022,2026-06-23,53,81,0.297,0.339
CUST-0023,2026-02-03,9,26,0.578,0.624
CUST-0023,2026-02-10,8,21,0.539,0.634
CUST-0023,2026-02-17,11,21,0.429,0.742
CUST-0023,2026-02-24,11,24,0.581,0.666
CUST-0023,2026-03-03,12,18,0.565,0.628
CUST-0023,2026-03-10,11,37,0.427,0.688
CUST-0023,2026-03-17,8,20,0.526,0.589
CUST-0023,2026-03-24,11,25,0.52,0.628
CUST-0023,2026-03-31,11,37,0.602,0.658
CUST-0023,2026-04-07,9,18,0.6,0.632
CUST-0023,2026-04-14,8,18,0.581,0.634
CUST-0023,2026-04-21,10,14,0.637,0.725
CUST-0023,2026-04-28,11,26,0.634,0.619
CUST-0023,2026-05-05,12,19,0.617,0.586
CUST-0023,2026-05-12,12,39,0.575,0.704
CUST-0023,2026-05-19,12,14,0.649,0.599
CUST-0023,2026-05-26,9,32,0.701,0.705
CUST-0023,2026-06-02,8,24,0.537,0.582
CUST-0023,2026-06-09,8,21,0.592,0.692
CUST-0023,2026-06-16,11,30,0.55,0.686
CUST-0023,2026-06-23,9,17,0.582,0.666
CUST-0024,2025-01-07,69,138,0.796,0.83
CUST-0024,2025-01-14,72,218,0.712,0.893
CUST-0024,2025-01-21,77,197,0.722,0.724
CUST-0024,2025-01-28,54,72,0.741,0.778
CUST-0024,2025-02-04,72,159,0.704,0.92
CUST-0024,2025-02-11,69,170,0.774,0.744
CUST-0024,2025-02-18,68,124,0.782,0.836
CUST-0024,2025-02-25,72,248,0.786,0.819
CUST-0024,2025-03-04,73,238,0.776,0.853
CUST-0024,2025-03-11,74,255,0.727,0.849
CUST-0024,2025-03-18,70,214,0.787,0.949
CUST-0024,2025-03-25,69,158,0.786,0.822
CUST-0024,2025-04-01,72,212,0.751,0.895
CUST-0024,2025-04-08,70,330,0.841,0.85
CUST-0024,2025-04-15,73,130,0.847,0.935
CUST-0024,2025-04-22,87,431,0.766,0.848
CUST-0024,2025-04-29,77,144,0.705,0.884
CUST-0024,2025-05-06,84,345,0.758,0.878
CUST-0024,2025-05-13,72,103,0.773,0.848
CUST-0024,2025-05-20,85,282,0.857,0.746
CUST-0024,2025-05-27,84,420,0.857,0.895
CUST-0024,2025-06-03,75,270,0.775,0.799
CUST-0024,2025-06-10,82,264,0.779,0.904
CUST-0024,2025-06-17,87,160,0.831,0.943
CUST-0024,2025-06-24,68,147,0.796,0.866
CUST-0024,2025-07-01,84,316,0.763,0.877
CUST-0024,2025-07-08,77,297,0.806,0.887
CUST-0024,2025-07-15,88,306,0.828,0.818
CUST-0024,2025-07-22,89,360,0.798,1.0
CUST-0024,2025-07-29,82,310,0.76,0.8
CUST-0024,2025-08-05,86,431,0.823,0.858
CUST-0024,2025-08-12,75,239,0.842,1.0
CUST-0024,2025-08-19,91,372,0.894,0.916
CUST-0024,2025-08-26,89,169,0.816,1.0
CUST-0024,2025-09-02,90,381,0.784,1.0
CUST-0024,2025-09-09,85,194,0.891,0.865
CUST-0024,2025-09-16,78,329,0.815,0.967
CUST-0024,2025-09-23,91,290,0.783,0.914
CUST-0024,2025-09-30,80,327,0.88,0.937
CUST-0024,2025-10-07,88,207,0.92,0.947
CUST-0024,2025-10-14,86,476,0.827,0.999
CUST-0024,2025-10-21,84,313,0.854,0.922
CUST-0024,2025-10-28,77,220,0.875,0.966
CUST-0024,2025-11-04,91,155,0.831,1.0
CUST-0024,2025-11-11,66,334,0.896,1.0
CUST-0024,2025-11-18,91,246,0.826,0.928
CUST-0024,2025-11-25,80,203,0.934,1.0
CUST-0024,2025-12-02,89,424,0.993,1.0
CUST-0024,2025-12-09,89,241,0.891,0.909
CUST-0024,2025-12-16,90,406,0.974,0.966
CUST-0024,2025-12-23,91,296,0.925,1.0
CUST-0024,2025-12-30,76,404,0.954,0.937
CUST-0024,2026-01-06,87,137,0.942,1.0
CUST-0024,2026-01-13,81,455,0.916,0.905
CUST-0024,2026-01-20,80,429,0.958,1.0
CUST-0024,2026-01-27,83,402,0.931,1.0
CUST-0024,2026-02-03,91,372,0.972,0.979
CUST-0024,2026-02-10,91,227,0.882,1.0
CUST-0024,2026-02-17,88,332,0.942,0.96
CUST-0024,2026-02-24,91,434,0.803,1.0
CUST-0024,2026-03-03,89,364,0.895,1.0
CUST-0024,2026-03-10,91,319,1.0,0.936
CUST-0024,2026-03-17,89,385,0.923,0.971
CUST-0024,2026-03-24,91,221,0.975,1.0
CUST-0024,2026-03-31,91,479,0.896,1.0
CUST-0024,2026-04-07,88,433,0.825,1.0
CUST-0024,2026-04-14,80,420,0.941,1.0
CUST-0024,2026-04-21,91,381,0.994,1.0
CUST-0024,2026-04-28,91,336,0.891,1.0
CUST-0024,2026-05-05,91,233,0.793,1.0
CUST-0024,2026-05-12,79,379,0.934,0.933
CUST-0024,2026-05-19,87,160,0.966,0.967
CUST-0024,2026-05-26,87,207,0.926,1.0
CUST-0024,2026-06-02,88,482,0.937,0.996
CUST-0024,2026-06-09,87,472,0.922,0.916
CUST-0024,2026-06-16,91,184,0.914,0.995
CUST-0024,2026-06-23,91,268,0.918,1.0
CUST-0025,2025-09-09,4,2,0.329,0.271
CUST-0025,2025-09-16,7,6,0.354,0.281
CUST-0025,2025-09-23,5,3,0.236,0.165
CUST-0025,2025-09-30,10,6,0.354,0.258
CUST-0025,2025-10-07,4,3,0.269,0.303
CUST-0025,2025-10-14,6,8,0.333,0.336
CUST-0025,2025-10-21,7,7,0.29,0.307
CUST-0025,2025-10-28,5,6,0.323,0.378
CUST-0025,2025-11-04,5,2,0.319,0.297
CUST-0025,2025-11-11,8,11,0.323,0.327
CUST-0025,2025-11-18,8,14,0.228,0.277
CUST-0025,2025-11-25,7,4,0.259,0.231
CUST-0025,2025-12-02,7,8,0.293,0.389
CUST-0025,2025-12-09,5,6,0.331,0.364
CUST-0025,2025-12-16,4,7,0.329,0.267
CUST-0025,2025-12-23,7,3,0.22,0.307
CUST-0025,2025-12-30,7,12,0.293,0.292
CUST-0025,2026-01-06,6,3,0.272,0.29
CUST-0025,2026-01-13,6,9,0.317,0.316
CUST-0025,2026-01-20,5,4,0.317,0.256
CUST-0025,2026-01-27,8,11,0.224,0.413
CUST-0025,2026-02-03,6,8,0.368,0.248
CUST-0025,2026-02-10,7,9,0.3,0.341
CUST-0025,2026-02-17,5,7,0.321,0.314
CUST-0025,2026-02-24,7,12,0.294,0.345
CUST-0025,2026-03-03,8,12,0.27,0.299
CUST-0025,2026-03-10,8,10,0.266,0.233
CUST-0025,2026-03-17,7,12,0.217,0.418
CUST-0025,2026-03-24,6,6,0.33,0.377
CUST-0025,2026-03-31,5,9,0.36,0.351
CUST-0025,2026-04-07,6,5,0.29,0.44
CUST-0025,2026-04-14,2,3,0.242,0.273
CUST-0025,2026-04-21,7,9,0.297,0.444
CUST-0025,2026-04-28,4,4,0.315,0.42
CUST-0025,2026-05-05,9,12,0.339,0.342
CUST-0025,2026-05-12,5,7,0.295,0.301
CUST-0025,2026-05-19,5,8,0.293,0.389
CUST-0025,2026-05-26,8,12,0.35,0.428
CUST-0025,2026-06-02,9,8,0.264,0.374
